Wav_path,Txt_path,Prompts
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0198.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0198.txt,dart
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0292.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0292.txt,The wait for work can be very long
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0263.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0263.txt,take
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0091.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0091.txt,Nothing is as offensive as innocence
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0006.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0006.txt,sway
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0147.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0147.txt,Alfalfa is healthy for you
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0073.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0073.txt,ate
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0380.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0380.txt,dead
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0211.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0211.txt,echo
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0315.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0315.txt,tread
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0083.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0083.txt,toot
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0171.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0171.txt,brawn
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0246.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0246.txt,A roll of wire lay near the wall
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0226.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0226.txt,eight
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0119.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0119.txt,slip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0324.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0324.txt,wicker
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0079.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0079.txt,slay
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0143.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0143.txt,pitting
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0382.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0382.txt,"Although always alone, we survive"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0153.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0153.txt,hill
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0338.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0338.txt,sheet
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0276.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0276.txt,Some hotels are available nearby
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0327.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0327.txt,dread
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0078.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0078.txt,They carried me off on the stretcher
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0011.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0011.txt,charlie
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0201.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0201.txt,It was a good win for us
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0109.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0109.txt,slip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0200.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0200.txt,blow
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0348.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0348.txt,"This is a good place, though small"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0101.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0101.txt,The humidity is overwhelming there
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0332.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0332.txt,dice
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0196.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0196.txt,witty
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0104.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0104.txt,near
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0345.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0345.txt,quicker
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0128.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0128.txt,Two other cases also were under advisement
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0372.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0372.txt,witch
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0052.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0052.txt,jacket
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0084.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0084.txt,knew
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0066.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0066.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0044.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0044.txt,store
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0095.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0095.txt,dug
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0013.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0013.txt,race
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0117.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0117.txt,gadget
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0032.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0032.txt,left
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0089.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0089.txt,"he dresses himself in an ancient black frock coat,"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0130.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0130.txt,dark
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0020.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0020.txt,"Except in the winter when the ooze or snow or ice prevents,"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0123.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0123.txt,rain
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0009.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0009.txt,Twice each day he plays skillfully and with zest upon our small organ
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0063.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0063.txt,bug
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0129.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0129.txt,go
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0111.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0111.txt,beta
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0024.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0024.txt,dagger
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0038.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0038.txt,read
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0088.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0088.txt,rage
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0012.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0012.txt,spark
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0106.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0106.txt,share
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0113.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0113.txt,meat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0124.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0124.txt,stick
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0061.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0061.txt,usually minus several buttons
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0127.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0127.txt,knee
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0031.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0031.txt,slip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0058.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0058.txt,torn
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0039.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0039.txt,tip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0048.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0048.txt,warm
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0068.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0068.txt,fee
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0054.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0054.txt,tear
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0112.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0112.txt,hair
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0055.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0055.txt,tear
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0085.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0085.txt,two
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0097.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0097.txt,jagged
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0007.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0007.txt,up
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0081.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0081.txt,double
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0107.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0107.txt,trace
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0099.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0099.txt,rate
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0049.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0049.txt,storm
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0059.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0059.txt,range
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0071.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0071.txt,fair
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0102.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0102.txt,car
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0120.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0120.txt,the
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0057.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0057.txt,he slowly takes a short walk in the open air each day
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0064.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0064.txt,bug
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0067.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0067.txt,glow
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0041.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0041.txt,one
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0075.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0075.txt,trouble
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0070.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0070.txt,park
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0092.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0092.txt,goat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0076.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0076.txt,trouble
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0050.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0050.txt,weed
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0110.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0110.txt,know
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0022.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0022.txt,storm
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0094.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0094.txt,"but he always answers, ""Banana oil!"""
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0046.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0046.txt,rake
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0021.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0021.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0016.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0016.txt,bit
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0030.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0030.txt,slip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0100.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0100.txt,raid
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0026.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0026.txt,bubble
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0086.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0086.txt,pat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0082.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0082.txt,bat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0118.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0118.txt,lead
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0065.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0065.txt,farm
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0115.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0115.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0122.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0122.txt,feed
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0005.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0005.txt,swore
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0023.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0023.txt,trade
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0072.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0072.txt,knew
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0015.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0015.txt,"Well, he is nearly ninety-three years old"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0035.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0035.txt,down
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0114.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0114.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0093.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0093.txt,no
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0043.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0043.txt,feet
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0077.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0077.txt,yet he still thinks as swiftly as ever
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0080.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0080.txt,for
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0090.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0090.txt,trait
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0034.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0034.txt,rave
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0096.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0096.txt,born
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0029.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0029.txt,horn
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0037.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0037.txt,chair
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/wav_headMic/0014.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session1/prompts/0014.txt,read
